Command: 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\build_ablation\Release\CED_Schedule.exe' --solver CCHIHH --stable --resample_gate 0 --seed 4 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\data' --data_file data_matrix_T500_E200_D800.txt --cnum 200 --enum 200 --dnum 800 --tnum 500 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data"
Data file: data_matrix_T500_E200_D800.txt
Generations: 10000
Population size: 40
Random seed: 4
Pini (heuristic prob): 0.4
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 200/200/800/500/5
Migration: disabled
Stable mode: enabled
  resample_gate=0 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: disabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH bandit: enabled
CCHIHH fixed ops: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data\\data_matrix_T500_E200_D800.txt"

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=500, M_Jnum=500, M_OPTnum=5, ops=2500
  Nvar=6000, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=1000
  Block 1 (seq): start=1000, len=2500
  Block 2 (dev): start=3500, len=2500
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 6766.66
Gen 50: best_fit = 2019.56
Gen 100: best_fit = 1904.88
Gen 150: best_fit = 1844.83
Gen 200: best_fit = 1750.58
Gen 250: best_fit = 1719.98
Gen 300: best_fit = 1666.52
Gen 350: best_fit = 1635.49
Gen 400: best_fit = 1624.03
Gen 450: best_fit = 1606.67
Gen 500: best_fit = 1595.49
Gen 550: best_fit = 1579.22
Gen 600: best_fit = 1563.62
Gen 650: best_fit = 1548.98
Gen 700: best_fit = 1538.05
Gen 750: best_fit = 1531.22
Gen 800: best_fit = 1511.79
Gen 850: best_fit = 1505.83
Gen 900: best_fit = 1502.17
Gen 950: best_fit = 1494.76
Gen 1000: best_fit = 1484.15
Gen 1050: best_fit = 1478.45
Gen 1100: best_fit = 1471.74
