Command: 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\build\Release\CED_Schedule.exe' --solver CCHIHH --stable --seed 8 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\CED_schedule_Final_Branch2_åˆ†å—+HIHH_CLEAN\data' --data_file data_matrix_T200_E100_D300.txt --cnum 100 --enum 100 --dnum 300 --tnum 200 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 8
Pini (heuristic prob): 0.4
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\CED_schedule_Final_Branch2_·Ö¿é+HIHH_CLEAN\\data\\data_matrix_T200_E100_D300.txt"

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=200, M_Jnum=200, M_OPTnum=5, ops=1000
  Nvar=2400, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=400
  Block 1 (seq): start=400, len=1000
  Block 2 (dev): start=1400, len=1000
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 2047.27
Gen 50: best_fit = 1518.01
Gen 100: best_fit = 1399.95
Gen 150: best_fit = 1335.95
Gen 200: best_fit = 1292.83
Gen 250: best_fit = 1263.67
Gen 300: best_fit = 1246.52
Gen 350: best_fit = 1240.47
Gen 400: best_fit = 1235.25
Gen 450: best_fit = 1222.21
Gen 500: best_fit = 1216.04
Gen 550: best_fit = 1203.36
Gen 600: best_fit = 1201.56
Gen 650: best_fit = 1195.99
Gen 700: best_fit = 1194.68
Gen 750: best_fit = 1189.29
Gen 800: best_fit = 1177.43
Gen 850: best_fit = 1170.9
Gen 900: best_fit = 1169.33
Gen 950: best_fit = 1146.63
Gen 1000: best_fit = 1137.59
Gen 1050: best_fit = 1118.99
Gen 1100: best_fit = 1113.12
