Command: 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\build_ablation\Release\CED_Schedule.exe' --solver CCHIHH --resample_gate 0 --seed 4 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\data' --data_file data_matrix_T500_E200_D800.txt --cnum 200 --enum 200 --dnum 800 --tnum 500 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data"
Data file: data_matrix_T500_E200_D800.txt
Generations: 10000
Population size: 40
Random seed: 4
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 200/200/800/500/5
Migration: disabled
CCHIHH gate: disabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH bandit: enabled
CCHIHH fixed ops: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data\\data_matrix_T500_E200_D800.txt"
[Normalization] f1_ref (makespan) = 47214.1
[Normalization] f2_ref (energy) = 5813.91
[Normalization] alpha = 0.5

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=500, M_Jnum=500, M_OPTnum=5, ops=2500
  Nvar=6000, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=1000
  Block 1 (seq): start=1000, len=2500
  Block 2 (dev): start=3500, len=2500
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.121684
Gen 50: best_fit = 0.0567874
Gen 100: best_fit = 0.0518022
Gen 150: best_fit = 0.0518022
Gen 200: best_fit = 0.0513687
Gen 250: best_fit = 0.0508409
Gen 300: best_fit = 0.0502052
Gen 350: best_fit = 0.0494116
Gen 400: best_fit = 0.0488431
Gen 450: best_fit = 0.0481316
Gen 500: best_fit = 0.0476434
Gen 550: best_fit = 0.0473099
Gen 600: best_fit = 0.0466159
Gen 650: best_fit = 0.0460387
Gen 700: best_fit = 0.0452572
Gen 750: best_fit = 0.0447154
Gen 800: best_fit = 0.0440775
Gen 850: best_fit = 0.0437072
Gen 900: best_fit = 0.0430598
Gen 950: best_fit = 0.0426695
Gen 1000: best_fit = 0.0421102
